,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall,prim,snr,upPrim
18,11319,OBC,0,4,0.0,3,4,4.0,3,3,1.0,,,
19,11320,OBC,2,4,0.0,2,4,4.0,3,3,1.0,,,
20,11321,OBC,4,1,3.0,3,4,4.0,3,3,1.0,,,
21,11322,OBC,2,1,0.0,2,0,0.0,1,1,3.0,,,
22,11323,OBC,4,3,3.0,2,0,0.0,1,1,3.0,,,
23,11324,OBC,2,1,0.0,2,0,0.0,3,1,1.0,,,
0,11301,Overall,0,4,,2,1,,0,2,,2.0,3.0,2.0
1,11302,Overall,0,4,,2,1,,0,2,,2.0,3.0,2.0
2,11303,Overall,0,4,,2,3,,0,2,,2.0,3.0,2.0
3,11304,Overall,0,2,,2,1,,0,2,,2.0,3.0,2.0
4,11305,Overall,0,2,,2,1,,0,2,,4.0,3.0,2.0
5,11306,Overall,0,2,,0,3,,2,2,,4.0,2.0,0.0
6,11307,Overall,0,2,,2,3,,2,2,,4.0,2.0,0.0
7,11308,Overall,0,2,,1,1,,2,4,,4.0,0.0,0.0
8,11309,Overall,2,0,,0,3,,2,4,,0.0,2.0,0.0
9,11310,Overall,2,0,,1,0,,2,0,,0.0,0.0,0.0
10,11311,Overall,4,0,,1,4,,2,0,,0.0,0.0,0.0
11,11312,Overall,2,0,,0,4,,2,0,,0.0,2.0,0.0
12,11313,Overall,4,0,,1,0,,4,0,,0.0,0.0,0.0
13,11314,Overall,4,1,,4,0,,4,0,,0.0,0.0,4.0
14,11315,Overall,1,1,,0,4,,3,0,,1.0,1.0,1.0
15,11316,Overall,1,1,,4,4,,4,0,,1.0,1.0,4.0
16,11317,Overall,1,1,,4,0,,3,3,,1.0,4.0,1.0
17,11318,Overall,1,1,,0,4,,3,3,,1.0,1.0,1.0
18,11319,Overall,1,1,,4,2,,3,3,,1.0,4.0,1.0
19,11320,Overall,1,3,,4,0,,3,3,,1.0,4.0,1.0
20,11321,Overall,3,3,,4,0,,3,3,,3.0,4.0,1.0
21,11322,Overall,3,3,,3,2,,1,1,,3.0,1.0,3.0
22,11323,Overall,3,3,,4,2,,1,1,,3.0,4.0,3.0
23,11324,Overall,3,3,,3,2,,1,1,,3.0,1.0,3.0
0,11301,SC,4,4,1.0,2,1,1.0,1,1,1.0,,,
1,11302,SC,4,4,1.0,3,1,1.0,4,4,4.0,,,
2,11303,SC,4,4,1.0,3,4,1.0,1,4,1.0,,,
3,11304,SC,4,4,1.0,3,1,1.0,1,1,1.0,,,
4,11305,SC,4,4,1.0,2,1,1.0,1,4,1.0,,,
5,11306,SC,3,1,1.0,1,4,2.0,1,1,1.0,,,
6,11307,SC,3,1,1.0,3,1,1.0,1,1,1.0,,,
7,11308,SC,3,1,1.0,2,0,3.0,2,3,3.0,,,
8,11309,SC,1,2,3.0,1,4,2.0,2,3,3.0,,,
9,11310,SC,3,1,4.0,2,0,3.0,2,3,3.0,,,
10,11311,SC,3,1,4.0,0,0,3.0,2,3,3.0,,,
11,11312,SC,1,1,4.0,1,0,2.0,2,3,3.0,,,
12,11313,SC,1,0,0.0,0,0,3.0,2,0,3.0,,,
13,11314,SC,1,0,0.0,0,0,0.0,3,0,0.0,,,
14,11315,SC,0,0,0.0,1,2,2.0,3,0,0.0,,,
15,11316,SC,0,0,0.0,0,2,0.0,3,0,0.0,,,
16,11317,SC,0,0,0.0,0,0,0.0,0,0,0.0,,,
17,11318,SC,0,0,0.0,0,2,0.0,0,0,0.0,,,
18,11319,SC,0,3,0.0,0,0,0.0,0,2,2.0,,,
19,11320,SC,2,3,2.0,4,3,4.0,0,2,2.0,,,
20,11321,SC,0,0,0.0,4,3,4.0,0,2,2.0,,,
21,11322,SC,0,3,2.0,4,2,0.0,0,0,0.0,,,
22,11323,SC,2,3,2.0,0,3,0.0,0,2,2.0,,,
23,11324,SC,2,3,2.0,0,2,0.0,0,2,2.0,,,
0,11301,ST,3,1,1.0,1,2,1.0,0,4,1.0,,,
1,11302,ST,3,1,1.0,0,1,0.0,0,4,1.0,,,
2,11303,ST,3,1,1.0,0,1,0.0,3,0,0.0,,,
3,11304,ST,3,1,1.0,1,2,1.0,0,4,1.0,,,
4,11305,ST,3,1,1.0,1,2,1.0,0,4,1.0,,,
5,11306,ST,3,1,1.0,0,1,0.0,0,4,1.0,,,
6,11307,ST,4,4,4.0,0,1,0.0,0,0,0.0,,,
7,11308,ST,4,4,4.0,1,0,1.0,0,0,0.0,,,
8,11309,ST,4,4,4.0,0,1,0.0,0,0,0.0,,,
9,11310,ST,4,4,4.0,1,0,1.0,0,0,0.0,,,
10,11311,ST,1,0,0.0,1,0,1.0,0,0,0.0,,,
11,11312,ST,1,0,0.0,0,1,0.0,1,0,4.0,,,
12,11313,ST,2,2,2.0,3,4,3.0,4,3,3.0,,,
13,11314,ST,1,0,0.0,2,0,2.0,2,2,4.0,,,
14,11315,ST,1,0,0.0,2,0,2.0,1,2,4.0,,,
15,11316,ST,0,0,0.0,2,0,2.0,2,1,0.0,,,
16,11317,ST,1,0,0.0,2,0,2.0,2,2,4.0,,,
17,11318,ST,1,0,0.0,4,3,4.0,2,2,4.0,,,
18,11319,ST,1,0,0.0,2,3,4.0,1,2,2.0,,,
19,11320,ST,0,3,3.0,4,3,4.0,1,2,2.0,,,
20,11321,ST,0,3,3.0,2,0,2.0,1,2,2.0,,,
21,11322,ST,0,3,3.0,2,0,2.0,2,1,2.0,,,
22,11323,ST,0,3,3.0,4,3,4.0,2,2,2.0,,,
23,11324,ST,0,3,3.0,4,3,4.0,2,1,2.0,,,
