"Dropout Rate by Gender, Level of School Education and Social Category                             Report Id : 4017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generated By NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report Export Date :27 Jan 2024 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year:undefined,,,,,,,,,,,,,,,,,,State Name :Mizoram,,,,,,,,,,,,,,,,,,,District Name :all,,,,,,,,,,,,,,,,,,Block Name :none,,,,,,,,,,,,,,,,,,
,,Primary Drop Out Rate,,,Upper Primary Drop Out Rate,,,Secondary Drop Out Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIHA,SC,0,0,0,0,0,0,0,85.71,45.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIHA,ST,2.9,4.04,3.48,1.3,4.88,3.1,8.02,10.09,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAIHA,Overall,2.07,3.36,2.74,0.36,4,2.19,7.74,10.49,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAITUAL,General,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAITUAL,OBC,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAITUAL,SC,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAITUAL,ST,4.9,7.04,6.01,0.06,4.91,2.48,29.01,33.51,31.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAITUAL,Overall,4.76,7,5.92,0.06,4.91,2.48,29.01,33.51,31.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERCHHIP,General,90.91,0,41.18,50,0,3.03,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERCHHIP,OBC,50,0,18.18,33.33,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERCHHIP,SC,0,0,0,0,21.43,12.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERCHHIP,ST,4.62,4.56,4.59,0,0.4,0,12.71,19.93,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERCHHIP,Overall,4.86,4.21,4.52,0,0,0,12.7,19.82,15.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,Overall,5.58,7.08,6.35,1.64,3.78,2.73,10.83,13.06,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
