"Dropout Rate by Gender, Level of School Education and Social Category                             Report Id : 4017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Generated By NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report Export Date :27 Jan 2024 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year:undefined,,,,,,,,,,,,,,,,,,State Name :Karnataka,,,,,,,,,,,,,,,,,,,District Name :all,,,,,,,,,,,,,,,,,,Block Name :none,,,,,,,,,,,,,,,,,,
,,Primary Drop Out Rate,,,Upper Primary Drop Out Rate,,,Secondary Drop Out Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIDAR,OBC,0,0,0,0.84,0.66,0.75,12.43,12.63,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIDAR,SC,0.42,1.87,1.18,2.81,1.5,2.16,14.22,19.25,16.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIDAR,ST,0.98,1.35,1.17,2.91,2.36,2.63,14.05,17.2,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIDAR,Overall,0.03,0.49,0.28,2.62,2.21,2.41,14.81,16.83,15.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAMARAJANAGARA,General,6.66,8.01,7.39,0,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAMARAJANAGARA,OBC,0,0,0,0.96,1.05,1.01,16.42,17.86,17.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAMARAJANAGARA,SC,0,0,0,0.41,1.73,1.09,8.81,14.26,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAMARAJANAGARA,ST,0,0,0,2.39,1.6,1.99,13.32,14.47,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAMARAJANAGARA,Overall,0,0,0,0.96,1.28,1.13,13.32,16.24,14.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIKKABALLAPURA,General,0.18,1.58,0.95,4.85,8.99,7.03,6.3,4.05,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIKKABALLAPURA,OBC,0,0,0,0.1,0.73,0.43,11.83,18.6,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIKKABALLAPURA,SC,0,0,0,0,0,0,12.19,16.78,14.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIKKABALLAPURA,ST,0,0,0,0.52,0,0.06,12.69,18.92,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIKKABALLAPURA,Overall,0,0,0,0.11,0.55,0.34,11.88,17.7,14.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIKKAMANGALURU,General,6.72,5.92,6.31,12.11,7.36,9.59,21.08,18.63,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIKKAMANGALURU,OBC,0,0,0,0,0,0,11.16,13.72,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIKKAMANGALURU,SC,0,0,0,1.15,1.2,1.18,8.29,13.48,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIKKAMANGALURU,ST,0.23,0.38,0.3,0.53,2.14,1.37,6.77,16.37,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIKKAMANGALURU,Overall,0,0,0,0.76,0.71,0.74,10.58,14,12.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITRADURGA,General,7.99,14.14,11.35,12.03,11.67,11.84,19.72,38.68,30.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITRADURGA,OBC,0,0,0,0,0.14,0.03,17.88,20.86,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITRADURGA,SC,0,0.1,0,0,0,0,22.28,23.05,22.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITRADURGA,ST,0,0,0,0,0,0,20.25,20.5,20.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHITRADURGA,Overall,0,0,0,0,0.24,0.07,19.54,21.73,20.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAKSHINA KANNADA,General,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAKSHINA KANNADA,OBC,0,0,0,0,0,0,0.42,1.64,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAKSHINA KANNADA,SC,0,0,0,1.02,0,0,9.34,9.1,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAKSHINA KANNADA,ST,0,0,0,0.16,0,0,3.98,9.3,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAKSHINA KANNADA,Overall,0,0,0,0,0,0,0,0.76,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVANAGERE,General,14.67,17.28,16.11,9.9,9.46,9.66,12.05,15.8,14.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVANAGERE,OBC,0,0,0,0,0,0,5.21,15.71,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVANAGERE,SC,0,0.17,0.01,0.06,0.32,0.19,13.21,19.43,16.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVANAGERE,ST,0.03,0.48,0.26,2.42,1.17,1.78,10.1,15.15,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVANAGERE,Overall,0,0,0,0.58,0.81,0.7,8.02,16.49,12.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHARWAD,General,0,0.2,0,0,0,0,10.99,5.55,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHARWAD,OBC,0,0,0,0.16,0.44,0.31,7.41,8.67,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHARWAD,SC,0.4,0.69,0.55,2.44,2.51,2.47,5.41,1.53,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHARWAD,ST,1.84,0.92,1.36,2.05,0.67,1.33,7.92,8.22,8.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHARWAD,Overall,0,0,0,0.3,0.36,0.33,7.72,7.36,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GADAG,General,9.02,16.3,12.95,0,0,0,5.48,13.16,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GADAG,OBC,0,0,0,1.47,0.93,1.2,9.38,11.3,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GADAG,SC,0.15,0,0,0,0.53,0,10.34,10.62,10.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GADAG,ST,0.8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GADAG,Overall,0.13,0,0.04,0.69,0.05,0.36,8.74,10.54,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HASSAN,General,0.3,0,0,1.34,1.41,1.37,3.17,15.73,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HASSAN,OBC,0,0,0,0,0,0,8.29,17.81,13.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HASSAN,SC,0,0,0,0,0.21,0.05,11.75,18.34,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HASSAN,ST,0,0,0,0,0,0,8.09,19.17,13.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HASSAN,Overall,0,0,0,0,0,0,8.98,17.92,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVERI,General,6.06,4.95,5.47,0,0,0,25.27,13.34,18.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVERI,OBC,0.38,0.35,0.37,1.44,1.5,1.47,14.98,19.98,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVERI,SC,0.25,0.21,0.23,2.24,1.89,2.06,14.27,15.52,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVERI,ST,0.82,1.41,1.13,4.61,1.77,3.21,12.83,15.87,14.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVERI,Overall,0.54,0.55,0.55,1.67,1.28,1.47,14.9,18.72,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALBURGI,General,11.34,10.22,10.74,11.11,9.27,10.13,39.31,37.77,38.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALBURGI,OBC,0,0,0,0,0.41,0.14,14.82,19.88,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALBURGI,SC,0,0,0,0,0.44,0.1,13.57,19.49,16.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALBURGI,ST,0,0,0,2.3,0,0.72,11.03,3.23,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KALBURGI,Overall,0,0,0,0.25,0.73,0.5,15.19,20.11,17.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KODAGU,General,17.92,17.18,17.51,12.72,1.44,6.17,0,9.29,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KODAGU,OBC,0,0,0,0,0.95,0.41,15.8,18.6,17.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KODAGU,SC,0,0,0,1.89,0,0.2,15.58,19.5,17.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KODAGU,ST,0.38,0,0,3.48,3.84,3.66,25.92,30.48,28.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KODAGU,Overall,0,0,0,1.16,1.03,1.09,16.55,19.54,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOLAR,General,0,0,0,5.38,11.96,8.93,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOLAR,OBC,0,0,0,1.59,1.66,1.62,13.53,22.42,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOLAR,SC,0,0,0,1.02,0.01,0.5,10.94,23.4,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOLAR,ST,0,0,0,1.78,1.17,1.47,8.14,7.65,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOLAR,Overall,0,0,0,1.55,1.51,1.53,11.61,20.81,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOPPAL,General,6.95,11.14,9.15,1.88,3.64,2.82,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOPPAL,OBC,0.02,0.62,0.33,1.82,1.82,1.82,17.45,19.57,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOPPAL,SC,0.29,0.96,0.64,1.74,1.52,1.63,20.19,18.45,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOPPAL,ST,0.9,0.88,0.89,2.73,0.92,1.82,18.01,17.05,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOPPAL,Overall,0.32,0.93,0.63,1.93,1.68,1.8,17.69,18.22,17.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDYA,General,4.64,4.37,4.49,2.72,0,0.48,32.5,39.69,36.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDYA,OBC,0,0,0,0,0,0,20.88,27.66,24.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDYA,SC,0,0,0,0,0.92,0.32,18.56,26.44,22.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDYA,ST,4.63,1.81,3.17,3.79,4,3.9,6.24,21.09,14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDYA,Overall,0,0,0,0.04,0,0,20.5,27.66,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYSURU,General,2.21,1.65,1.91,8.61,8.49,8.55,11.72,22,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYSURU,OBC,0,0,0,0,0,0,7.06,14.22,10.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYSURU,SC,0,0,0,0.42,0.05,0.24,5.31,8.89,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYSURU,ST,0,0,0,1.23,1.22,1.22,15.81,17.93,16.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYSURU,Overall,0,0,0,0,0,0,8.05,14.22,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAICHUR,General,0,1.39,0.42,8.02,10.33,9.25,26.9,42.77,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAICHUR,OBC,0.05,0.28,0.17,0.48,1.02,0.75,20.88,20.11,20.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAICHUR,SC,0.15,0.3,0.22,1.12,1.99,1.56,18.54,18.05,18.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
