DNo,Location,Social Category,Income,dropout,prim_Girls_social_category,prim_Girls_income,prim_Boys_social_category,prim_Boys_income,prim_Overall_social_category,prim_Overall_income,upPrim_Girls_social_category,upPrim_Girls_income,upPrim_Boys_social_category,upPrim_Boys_income,upPrim_Overall_social_category,upPrim_Overall_income,snr_Girls_social_category,snr_Girls_income,snr_Boys_social_category,snr_Boys_income,snr_Overall_social_category,snr_Overall_income
10009,PRAKASAM,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,2.320539951324463,97.67946600914001,3.6882497370243073,96.31174802780151,2.55234707146883,97.44765758514404,0.007010510307736695,99.99299049377441,1.8805515367148473e-05,99.99997615814209,0.0026818086553248577,99.99731779098511
10009,PRAKASAM,ST,High,1,3.5155992954969406,96.48440480232239,0.3767129732295871,99.62329268455505,2.679886482656002,97.32010960578918,0.019757139671128243,99.98024106025696,0.014708508388139307,99.98528957366943,0.05678737652488053,99.94321465492249,0.05685279029421508,99.94314312934875,2.734063286879973e-05,99.99997615814209,0.01739185390761122,99.98261332511902
10009,PRAKASAM,Overall,High,0,73.42084348201752,26.579153537750244,57.43608772754669,42.56390929222107,75.16065835952759,24.839341640472412,3.2611504197120667,96.73885107040405,4.276883229613304,95.72311639785767,4.318388924002647,95.68161368370056,0.004197630187263712,99.99580383300781,1.8522152700484185e-06,100.0,0.0008429622539551929,99.99915361404419
10010,SRIKAKULAM,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,78.3909946680069,21.609002351760864,52.95737683773041,47.04262614250183,83.97445529699326,16.025543212890625,68.60773861408234,31.392258405685425,75.50566792488098,24.49433207511902,79.25204634666443,20.74795365333557
10010,SRIKAKULAM,OBC,High,0,80.2348867058754,19.765114784240723,75.98847150802612,24.0115225315094,81.01338297128677,18.986612558364868,75.55366903543472,24.44632649421692,76.04314535856247,23.95685911178589,81.49951696395874,18.500488996505737,0.043725184514187276,99.9562680721283,0.0002005677060878952,99.99979734420776,0.016116394544951618,99.98388290405273
10010,SRIKAKULAM,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,0.6961781065911055,99.30382370948792,83.99725407361984,16.002750396728516,21.076372265815735,78.9236307144165,0.06400208221748471,99.93600249290466,0.004338461076258682,99.99566078186035,0.041562647675164044,99.95843768119812
10010,SRIKAKULAM,ST,High,0,77.12338268756866,22.876614332199097,76.17326229810715,23.826736211776733,81.24717772006989,18.752819299697876,59.07509922981262,40.9248948097229,4.487210139632225,95.51278352737427,20.873934030532837,79.12607192993164,0.02879536768887192,99.97120499610901,0.02087385655613616,99.97913241386414,0.05567263578996062,99.94432330131531
10010,SRIKAKULAM,Overall,High,0,73.42084348201752,26.579153537750244,72.18186259269714,27.818137407302856,75.16065835952759,24.839341640472412,59.9818617105484,40.01813530921936,60.62658429145813,39.37341570854187,68.23768615722656,31.76230788230896,0.06292255711741745,99.93707537651062,0.0017195181499118917,99.99828338623047,0.026312514091841877,99.97368454933167
10011,VISAKHAPATNAM,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,0.7453285623341799,99.25467371940613,15.273354947566986,84.7266435623169,4.7139011323452,95.28610110282898,0.014619814464822412,99.98537302017212,3.559285630672093e-05,99.99996423721313,0.0037602512747980654,99.99624490737915
10011,VISAKHAPATNAM,OBC,High,0,80.2348867058754,19.765114784240723,75.98847150802612,24.0115225315094,81.01338297128677,18.986612558364868,79.61528301239014,20.38472294807434,81.36972635984421,18.630272150039673,85.46207994222641,14.537924528121948,20.296145975589752,79.70386147499084,0.0692246772814542,99.93077516555786,0.9146849624812603,99.08531308174133
10011,VISAKHAPATNAM,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,78.72750461101532,21.27249240875244,67.4521416425705,32.54786133766174,82.70348757505417,17.296510934829712,3.381573408842087,96.61842584609985,0.008621217421023175,99.99138116836548,0.18579537281766534,99.81420040130615
10011,VISAKHAPATNAM,ST,High,1,9.155450016260147,90.84455370903015,4.903911426663399,95.09609341621399,12.948529422283173,87.05146908760071,0.47939131036400795,99.52060580253601,0.4956338554620743,99.50436353683472,0.5654125474393368,99.43458437919617,2.113614045083523,97.88638949394226,0.004748336141346954,99.99525547027588,0.20575770176947117,99.79423880577087
10011,VISAKHAPATNAM,Overall,High,0,73.42084348201752,26.579153537750244,72.18186259269714,27.818137407302856,75.16065835952759,24.839341640472412,37.018707394599915,62.98128962516785,47.951483726501465,52.048516273498535,50.685128569602966,49.314868450164795,0.15018628910183907,99.84982013702393,0.002574806785560213,99.9974250793457,0.04915669560432434,99.95083808898926
10012,VIZIANAGARAM,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,78.3909946680069,21.609002351760864,79.69526797533035,20.30472755432129,83.97445529699326,16.025543212890625,68.60773861408234,31.392258405685425,75.50566792488098,24.49433207511902,79.25204634666443,20.74795365333557
10012,VIZIANAGARAM,OBC,High,0,70.48055529594421,29.519450664520264,11.938726156949997,88.06127905845642,42.35605299472809,57.643938064575195,40.29925763607025,59.70074534416199,20.47809064388275,79.52191233634949,32.538601756095886,67.46139526367188,0.08014380582608283,99.91986155509949,0.00018406939261694788,99.99982118606567,0.022966608230490237,99.97703433036804
10012,VIZIANAGARAM,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,57.98858106136322,42.01142191886902,68.05819869041443,31.94180130958557,65.3649091720581,34.635090827941895,36.83355748653412,63.16643953323364,55.18883466720581,44.81117129325867,56.616830825805664,43.383169174194336
10012,VIZIANAGARAM,ST,High,0,77.12338268756866,22.876614332199097,74.2362380027771,25.7637619972229,80.6021898984909,19.397813081741333,6.658888608217239,93.34111213684082,1.6427230089902878,98.3572781085968,2.9870500788092613,97.01294898986816,87.83628344535828,12.163722515106201,85.29276102781296,14.707237482070923,93.47896948456764,6.521034240722656
10012,VIZIANAGARAM,Overall,High,0,73.42084348201752,26.579153537750244,48.57611358165741,51.42388939857483,73.82392287254333,26.176077127456665,33.21273922920227,66.7872667312622,25.06096661090851,74.93903636932373,34.39391851425171,65.60608744621277,0.2636765595525503,99.7363269329071,0.020706927170976996,99.9792993068695,0.1145272166468203,99.88547563552856
10013,WESTGODAVARI,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,32.79197812080383,67.20802187919617,38.59432339668274,61.40568256378174,41.01710915565491,58.98289084434509,0.13239179970696568,99.86760020256042,0.00029578336580016185,99.99970197677612,0.02489885955583304,99.97510313987732
10013,WESTGODAVARI,OBC,High,0,80.2348867058754,19.765114784240723,75.98847150802612,24.0115225315094,81.01338297128677,18.986612558364868,71.32095992565155,28.679031133651733,50.77532231807709,49.224674701690674,67.11594462394714,32.884061336517334,0.04816309083253145,99.95183944702148,2.727804826463398e-05,99.99997615814209,0.010528862185310572,99.98947381973267
10013,WESTGODAVARI,SC,High,0,78.93815338611603,21.061843633651733,75.51307678222656,24.486923217773438,82.19185173511505,17.808151245117188,78.72750759124756,21.27249240875244,72.12425172328949,27.87574529647827,81.03919476270676,18.960803747177124,0.06349984905682504,99.93650317192078,2.1745900369296578e-05,99.99997615814209,0.011175512190675363,99.98881816864014
10013,WESTGODAVARI,ST,High,0,77.12337970733643,22.876620292663574,18.538179993629456,81.4618170261383,60.38416028022766,39.61583971977234,6.062236055731773,93.93776655197144,0.5023599602282047,99.49764013290405,0.9714758954942226,99.02852177619934,10.525830835103989,89.47417140007019,0.630460400134325,99.36954379081726,3.6892205476760864,96.31077647209167
10013,WESTGODAVARI,Overall,High,0,73.42084348201752,26.579153537750244,72.18186259269714,27.818137407302856,75.16065835952759,24.839341640472412,54.67122197151184,45.32877802848816,35.853371024131775,64.14663195610046,51.88641846179962,48.11357259750366,0.04149230080656707,99.95850920677185,2.9940161994090886e-05,99.99996423721313,0.007073566666804254,99.99293088912964
10101,ArunachalPradesh,General,High,1,0.08602745365351439,99.9139666557312,0.06784125580452383,99.93215799331665,0.42517236433923244,99.57483410835266,0.1830973313190043,99.81690645217896,2.465684898197651,97.5343108177185,0.8246768265962601,99.17532205581665,0.010538976493990049,99.98946189880371,0.00013785166856905562,99.99985694885254,0.004108783832634799,99.9958872795105
10101,ArunachalPradesh,SC,High,0,78.93815338611603,21.061843633651733,73.53906631469727,26.460933685302734,82.19184875488281,17.808151245117188,0.028869343805126846,99.97113347053528,83.99725407361984,16.002750396728516,1.788795180618763,98.21120500564575,0.606524758040905,99.39348101615906,0.7915668189525604,99.20843839645386,0.6724852602928877,99.32751655578613
10101,ArunachalPradesh,ST,High,1,0.012474897084757686,99.98751878738403,0.0009350945219921414,99.9990701675415,0.030876550590619445,99.96912479400635,0.06302173133008182,99.93698000907898,0.663432152941823,99.33657050132751,0.28829050716012716,99.71171617507935,0.23361840285360813,99.76638555526733,0.10362946195527911,99.8963713645935,0.24820489343255758,99.75179433822632
10101,ArunachalPradesh,OBC,High,0,80.2348867058754,19.765114784240723,75.98847150802612,24.0115225315094,81.01338297128677,18.986612558364868,0.4789065569639206,99.52109456062317,54.92246448993683,45.07753252983093,3.130173683166504,96.8698263168335,0.11665200581774116,99.88334774971008,4.895515104408332e-06,100.0,0.009850577043835074,99.9901533126831
10201,BAJALI,General,High,0,77.79921293258667,22.200793027877808,76.72200351953506,23.277997970581055,81.42041712999344,18.57958436012268,78.3909946680069,21.609002351760864,79.69526797533035,20.30472755432129,83.97445529699326,16.025543212890625,68.60773861408234,31.392258405685425,75.50566792488098,24.49433207511902,79.25204634666443,20.74795365333557
10201,BAJALI,OBC,High,0,80.2348867058754,19.765114784240723,75.98847150802612,24.0115225315094,81.01338297128677,18.986612558364868,79.61528301239014,20.38472294807434,81.36972635984421,18.630272150039673,85.46207994222641,14.537924528121948,65.77810049057007,34.221893548965454,77.76736468076706,22.2326397895813,77.20056027173996,22.7994441986084
10201,BAJALI,SC,High,0,78.93815338611603,21.061843633651733,75.51307380199432,24.486929178237915,82.19184875488281,17.808151245117188,78.72750461101532,21.27249240875244,83.99725407361984,16.002750396728516,83.60147923231125,16.39852523803711,64.4978791475296,35.50212383270264,72.91727066040039,27.082735300064087,79.04839366674423,20.95160484313965
10201,BAJALI,ST,High,0,77.12338268756866,22.876614332199097,77.49419510364532,22.505801916122437,81.24717772006989,18.752819299697876,83.93717408180237,16.062825918197632,84.16921645402908,15.830785036087036,89.06963244080544,10.930371284484863,87.83628344535828,12.163722515106201,85.29276102781296,14.707237482070923,93.47896948456764,6.521034240722656
10201,BAJALI,Overall,High,0,73.42084348201752,26.579153537750244,72.18186259269714,27.818137407302856,75.16065835952759,24.839341640472412,72.57311046123505,27.426892518997192,74.46366548538208,25.536328554153442,80.56335151195526,19.436651468276978,43.75153183937073,56.248462200164795,65.55581390857697,34.44418907165527,59.146127104759216,40.85387587547302
10202,BAKSA,General,Low,1,2.1222620557627414e-11,100.0,1.5512803036151698e-18,100.0,1.567270896396522e-08,100.0,4.150760180010593e-07,100.0,1.1015895660937414e-09,100.0,2.5707615591841204e-06,100.0,1.4550124438628131e-07,100.0,3.9203418630853507e-16,100.0,1.4715959006927903e-08,100.0
10202,BAKSA,OBC,Low,1,1.20833086985077e-12,100.0,2.4800524682700258e-20,100.0,2.1316110335178884e-09,100.0,4.888573101879956e-06,100.0,7.830851939116812e-09,100.0,9.128928013524273e-06,99.99998807907104,4.682791931998054e-08,100.0,2.5024186355490026e-16,100.0,5.3705241642720836e-09,100.0
10202,BAKSA,SC,Low,1,9.373569342420282e-17,100.0,2.61854996361603e-26,100.0,5.03546145481492e-12,100.0,4.985354837283573e-09,100.0,8.131993173190587e-13,100.0,3.321958541580017e-08,100.0,1.6466911167967169e-09,100.0,1.6387026516817804e-19,100.0,8.8930441786636e-11,100.0
10202,BAKSA,ST,Low,1,1.1402223566367442e-10,100.0,5.615651837235231e-16,100.0,1.9588972666184645e-07,100.0,2.9474374940718917e-06,100.0,4.145530141386189e-07,100.0,2.339759248570772e-05,99.99997615814209,2.448279445843582e-06,100.0,1.6224428213678505e-12,100.0,1.8303429882848832e-06,100.0
10202,BAKSA,Overall,Low,1,4.556297965871772e-12,100.0,5.641645619630844e-19,100.0,4.856882604431512e-09,100.0,1.74347007941833e-06,100.0,4.157260646842076e-09,100.0,5.779085654467053e-06,100.0,1.2267540316912573e-07,100.0,4.241312342583996e-15,100.0,1.156331905227681e-08,100.0
10203,BARPETA,General,High,1,0.0016088546544779092,99.99839067459106,6.831177046251469e-06,99.99998807907104,0.014754608855582774,99.98524188995361,0.003376191307324916,99.99662637710571,8.966197242443741e-05,99.99990463256836,0.007367679791059345,99.99263286590576,0.000749523724152823,99.99924898147583,7.230914755851359e-08,100.0,0.00012004114751107409,99.99988079071045
10203,BARPETA,OBC,High,1,7.58726848709701e-10,100.0,1.9822974752610707e-15,100.0,8.671345419486443e-07,100.0,9.068050843552555e-06,99.99998807907104,2.6933255625749553e-08,100.0,2.442482696096704e-05,99.99997615814209,0.0001096541268452711,99.9998927116394,7.878199503354166e-11,100.0,1.0081296863972966e-05,99.99998807907104
