,DNo,Social Category,prim_Boys,prim_Girls,prim_Overall,snr_Boys,snr_Girls,snr_Overall,upPrim_Boys,upPrim_Girls,upPrim_Overall,prim,snr,upPrim
31,12932,General,3,2,2.0,3,1,2.0,0,1,0.0,,,
32,12933,General,3,2,4.0,3,0,2.0,0,1,0.0,,,
33,12934,General,3,2,4.0,3,1,2.0,0,1,0.0,,,
34,12935,General,3,2,4.0,4,0,2.0,0,1,0.0,,,
35,12936,General,3,2,4.0,4,0,2.0,0,1,0.0,,,
36,12937,General,3,2,4.0,4,0,2.0,0,1,0.0,,,
0,12901,OBC,0,4,3.0,3,3,3.0,4,3,4.0,,,
1,12902,OBC,0,4,3.0,3,3,3.0,4,3,4.0,,,
2,12903,OBC,0,4,3.0,3,3,3.0,4,3,4.0,,,
3,12904,OBC,0,4,3.0,3,3,3.0,4,3,4.0,,,
4,12905,OBC,0,4,3.0,3,3,3.0,4,3,4.0,,,
5,12906,OBC,0,2,1.0,0,3,0.0,4,3,4.0,,,
6,12907,OBC,0,2,1.0,0,3,0.0,2,1,2.0,,,
7,12908,OBC,0,2,1.0,0,0,0.0,2,1,2.0,,,
8,12909,OBC,0,2,1.0,0,0,0.0,2,1,2.0,,,
9,12910,OBC,0,2,1.0,0,0,0.0,2,1,2.0,,,
10,12911,OBC,0,2,1.0,0,0,0.0,2,1,2.0,,,
11,12912,OBC,0,2,1.0,0,0,0.0,2,1,2.0,,,
12,12913,OBC,2,2,1.0,0,0,0.0,2,1,2.0,,,
13,12914,OBC,2,3,0.0,0,0,0.0,2,1,2.0,,,
14,12915,OBC,2,3,0.0,0,0,0.0,0,2,0.0,,,
15,12916,OBC,2,3,0.0,0,0,0.0,0,2,0.0,,,
16,12917,OBC,2,3,0.0,0,0,0.0,0,2,0.0,,,
17,12918,OBC,2,3,0.0,2,2,2.0,0,2,0.0,,,
18,12919,OBC,4,1,0.0,2,2,2.0,0,2,0.0,,,
19,12920,OBC,4,1,0.0,2,2,2.0,0,2,0.0,,,
20,12921,OBC,4,1,0.0,2,2,2.0,0,2,0.0,,,
21,12922,OBC,4,1,0.0,2,2,2.0,0,2,0.0,,,
22,12923,OBC,4,1,0.0,2,2,2.0,0,2,0.0,,,
23,12924,OBC,4,1,0.0,2,2,2.0,1,0,1.0,,,
24,12926,OBC,1,1,2.0,1,1,1.0,1,0,1.0,,,
25,12925,OBC,1,1,2.0,2,2,2.0,1,0,1.0,,,
26,12927,OBC,1,1,2.0,1,1,1.0,1,0,1.0,,,
27,12928,OBC,1,0,2.0,1,1,1.0,1,0,1.0,,,
28,12929,OBC,1,0,2.0,1,1,1.0,1,0,1.0,,,
29,12930,OBC,1,0,2.0,1,1,1.0,1,0,1.0,,,
30,12931,OBC,1,0,2.0,1,1,1.0,1,0,1.0,,,
31,12932,OBC,1,0,2.0,1,1,1.0,3,0,3.0,,,
32,12933,OBC,3,0,4.0,4,4,4.0,3,4,3.0,,,
33,12934,OBC,3,0,4.0,4,4,4.0,3,4,3.0,,,
34,12935,OBC,3,0,4.0,4,4,4.0,3,4,3.0,,,
35,12936,OBC,3,0,4.0,4,4,4.0,3,4,3.0,,,
36,12937,OBC,3,0,4.0,4,4,4.0,3,4,3.0,,,
0,12901,Overall,2,3,,4,3,,4,3,,3.0,4.0,3.0
1,12902,Overall,2,3,,4,3,,4,3,,3.0,4.0,3.0
2,12903,Overall,2,3,,4,3,,4,3,,3.0,4.0,3.0
3,12904,Overall,2,3,,4,3,,4,3,,3.0,4.0,3.0
4,12905,Overall,2,3,,4,3,,4,3,,3.0,4.0,3.0
5,12906,Overall,2,3,,1,3,,4,3,,3.0,1.0,3.0
6,12907,Overall,2,3,,1,4,,2,1,,3.0,1.0,1.0
7,12908,Overall,2,1,,1,4,,2,1,,1.0,1.0,1.0
8,12909,Overall,3,1,,1,4,,2,1,,1.0,1.0,1.0
9,12910,Overall,3,1,,1,4,,2,1,,1.0,1.0,1.0
10,12911,Overall,3,1,,1,4,,2,1,,1.0,1.0,1.0
11,12912,Overall,3,1,,1,1,,2,1,,1.0,1.0,1.0
12,12913,Overall,3,1,,2,1,,2,1,,1.0,2.0,1.0
13,12914,Overall,3,1,,2,1,,2,1,,1.0,2.0,1.0
14,12915,Overall,3,1,,2,1,,0,0,,1.0,2.0,0.0
15,12916,Overall,4,1,,2,1,,0,0,,4.0,2.0,0.0
16,12917,Overall,4,2,,2,1,,0,0,,4.0,2.0,0.0
17,12918,Overall,4,2,,2,1,,0,0,,4.0,2.0,0.0
18,12919,Overall,4,2,,2,1,,0,0,,4.0,2.0,0.0
19,12920,Overall,4,2,,2,0,,0,0,,4.0,2.0,0.0
20,12921,Overall,1,2,,2,0,,0,0,,2.0,2.0,0.0
21,12922,Overall,1,2,,0,0,,0,0,,2.0,3.0,0.0
22,12923,Overall,1,2,,0,0,,0,0,,2.0,3.0,0.0
23,12924,Overall,1,0,,0,0,,1,2,,2.0,3.0,2.0
24,12926,Overall,1,0,,0,0,,1,2,,2.0,3.0,2.0
25,12925,Overall,1,0,,0,0,,1,2,,2.0,3.0,2.0
26,12927,Overall,1,0,,0,0,,1,2,,2.0,3.0,2.0
27,12928,Overall,0,0,,0,0,,1,2,,0.0,3.0,2.0
28,12929,Overall,0,0,,0,0,,1,2,,0.0,0.0,2.0
29,12930,Overall,0,0,,0,2,,1,2,,0.0,0.0,2.0
30,12931,Overall,0,0,,0,2,,1,2,,0.0,0.0,2.0
31,12932,Overall,0,0,,0,2,,3,2,,0.0,0.0,2.0
32,12933,Overall,0,4,,3,2,,3,4,,0.0,0.0,4.0
33,12934,Overall,0,4,,3,2,,3,4,,0.0,0.0,4.0
34,12935,Overall,0,4,,3,2,,3,4,,0.0,0.0,4.0
35,12936,Overall,0,4,,3,2,,3,4,,0.0,0.0,4.0
36,12937,Overall,0,4,,3,2,,3,4,,0.0,0.0,4.0
0,12901,SC,3,1,1.0,1,3,2.0,3,4,4.0,,,
1,12902,SC,3,1,1.0,1,3,2.0,3,4,4.0,,,
2,12903,SC,3,1,1.0,1,3,2.0,3,4,4.0,,,
3,12904,SC,3,1,1.0,1,3,2.0,3,4,4.0,,,
4,12905,SC,3,1,1.0,1,3,2.0,3,1,1.0,,,
5,12906,SC,3,1,1.0,0,3,2.0,3,1,1.0,,,
6,12907,SC,1,1,1.0,0,3,2.0,3,1,1.0,,,
7,12908,SC,1,1,1.0,0,1,2.0,1,1,1.0,,,
8,12909,SC,1,3,3.0,0,1,2.0,1,1,1.0,,,
9,12910,SC,1,3,3.0,0,1,4.0,1,1,1.0,,,
10,12911,SC,1,3,3.0,0,1,4.0,1,1,1.0,,,
11,12912,SC,1,3,3.0,0,1,4.0,1,1,1.0,,,
12,12913,SC,1,3,3.0,0,1,4.0,1,2,2.0,,,
13,12914,SC,1,3,3.0,0,1,4.0,1,2,2.0,,,
14,12915,SC,0,0,0.0,0,1,4.0,1,2,2.0,,,
15,12916,SC,0,0,0.0,3,2,1.0,4,2,2.0,,,
16,12917,SC,0,0,0.0,3,2,1.0,4,2,2.0,,,
17,12918,SC,0,0,0.0,3,2,1.0,4,2,2.0,,,
18,12919,SC,0,0,0.0,3,2,1.0,4,2,2.0,,,
19,12920,SC,0,0,0.0,3,2,1.0,4,2,2.0,,,
20,12921,SC,0,0,0.0,3,2,1.0,2,0,0.0,,,
21,12922,SC,0,0,0.0,4,2,3.0,2,0,0.0,,,
22,12923,SC,0,0,0.0,4,4,3.0,2,0,0.0,,,
23,12924,SC,2,2,2.0,4,4,3.0,2,0,0.0,,,
24,12926,SC,2,2,2.0,4,4,3.0,2,0,0.0,,,
25,12925,SC,2,2,2.0,4,4,3.0,2,0,0.0,,,
26,12927,SC,2,2,2.0,4,4,3.0,2,0,0.0,,,
27,12928,SC,2,2,2.0,4,4,3.0,0,0,0.0,,,
28,12929,SC,2,2,2.0,2,4,0.0,0,0,0.0,,,
29,12930,SC,2,2,2.0,2,0,0.0,0,0,0.0,,,
30,12931,SC,2,2,2.0,2,0,0.0,0,3,3.0,,,
31,12932,SC,2,2,2.0,2,0,0.0,0,3,3.0,,,
32,12933,SC,4,4,4.0,2,0,0.0,0,3,3.0,,,
33,12934,SC,4,4,4.0,2,0,0.0,0,3,3.0,,,
34,12935,SC,4,4,4.0,2,0,0.0,0,3,3.0,,,
35,12936,SC,4,4,4.0,2,0,0.0,0,3,3.0,,,
36,12937,SC,4,4,4.0,2,0,0.0,0,3,3.0,,,
0,12901,ST,0,1,0.0,3,0,0.0,1,1,3.0,,,
1,12902,ST,0,1,0.0,3,0,0.0,1,1,3.0,,,
2,12903,ST,0,1,0.0,1,0,0.0,1,1,3.0,,,
3,12904,ST,0,1,0.0,3,0,0.0,1,1,3.0,,,
4,12905,ST,0,1,0.0,3,0,0.0,1,1,3.0,,,
5,12906,ST,0,1,0.0,1,0,0.0,1,1,4.0,,,
6,12907,ST,0,1,0.0,3,2,0.0,1,0,3.0,,,
7,12908,ST,0,1,0.0,1,0,0.0,1,1,4.0,,,
8,12909,ST,0,1,0.0,1,0,0.0,1,1,4.0,,,
9,12910,ST,0,1,0.0,3,0,0.0,1,1,4.0,,,
10,12911,ST,0,3,3.0,1,0,2.0,1,3,4.0,,,
11,12912,ST,4,3,3.0,1,0,2.0,1,3,4.0,,,
12,12913,ST,4,3,3.0,1,0,2.0,1,3,4.0,,,
13,12914,ST,4,3,3.0,1,0,2.0,3,0,1.0,,,
14,12915,ST,4,3,3.0,1,0,2.0,3,3,1.0,,,
15,12916,ST,4,3,3.0,1,0,2.0,3,3,1.0,,,
16,12917,ST,4,3,3.0,1,3,2.0,3,3,1.0,,,
17,12918,ST,2,3,4.0,2,2,3.0,2,0,0.0,,,
18,12919,ST,2,0,4.0,1,3,2.0,3,0,1.0,,,
19,12920,ST,1,0,1.0,0,3,2.0,3,2,1.0,,,
20,12921,ST,1,0,1.0,0,3,2.0,3,2,1.0,,,
21,12922,ST,1,4,4.0,2,3,1.0,4,0,0.0,,,
22,12923,ST,1,0,1.0,2,3,1.0,4,0,0.0,,,
23,12924,ST,1,0,1.0,2,3,1.0,0,2,1.0,,,
24,12926,ST,1,0,1.0,0,4,1.0,0,0,0.0,,,
25,12925,ST,1,0,1.0,0,3,1.0,0,2,1.0,,,
26,12927,ST,1,0,1.0,2,4,1.0,4,2,0.0,,,
27,12928,ST,1,0,1.0,0,1,1.0,0,2,2.0,,,
28,12929,ST,1,0,1.0,0,4,1.0,4,2,2.0,,,
29,12930,ST,3,2,2.0,0,1,1.0,0,2,2.0,,,
30,12931,ST,3,2,2.0,0,1,1.0,0,2,2.0,,,
31,12932,ST,3,2,2.0,4,4,4.0,0,4,2.0,,,
32,12933,ST,3,2,2.0,0,1,4.0,0,4,2.0,,,
33,12934,ST,3,2,2.0,4,1,4.0,0,4,2.0,,,
34,12935,ST,3,2,2.0,0,4,4.0,0,4,2.0,,,
35,12936,ST,3,2,2.0,0,1,4.0,0,4,2.0,,,
36,12937,ST,3,2,2.0,4,1,4.0,0,4,2.0,,,
